[1.2427464, 1.2491014, 1.2274852, 1.2290957, 1.229837, 1.2244302, 1.2401726, 1.2378321, 1.2449005, 1.2371337]
[1.2427282, 1.2256393, 1.246383, 1.2378639, 1.2529737, 1.2336817, 1.2346774, 1.2381482, 1.2419426, 1.2357789]
[1.2448134, 1.2338012, 1.2488451, 1.2402437, 1.2515533, 1.2414235, 1.2400744, 1.2413865, 1.244935, 1.2430972]
[1.2252035, 1.2121254, 1.2189561, 1.2077856, 1.2264866, 1.2205756, 1.2167814, 1.2041515, 1.2135577, 1.2085682]
[1.1251876, 1.0886953, 1.100592, 1.1017671, 1.1228445, 1.0853443, 1.103302, 1.0944009, 1.1081976, 1.0946689]
[1.0172853, 0.9715706, 1.0231173, 0.9813595, 0.97925305, 1.0009434, 0.9811345, 0.9738469, 0.95170945, 0.98214537]
[0.88608146, 0.89482546, 0.91394156, 0.89660585, 0.8741373, 0.91172785, 0.87666273, 0.92514575, 0.8816403, 0.8945364]
[0.7834831, 0.8465642, 0.82718253, 0.83880126, 0.8140984, 0.8207229, 0.8121985, 0.85993826, 0.8291486, 0.8435339]
[0.7518038, 0.7980782, 0.7779035, 0.78632265, 0.7708466, 0.7739532, 0.7607475, 0.8076337, 0.7795206, 0.78430355]
[0.7243693, 0.74718684, 0.73782384, 0.73274255, 0.7373741, 0.74047595, 0.7375932, 0.7867542, 0.74660033, 0.7479423]
[0.711717, 0.70801705, 0.7190135, 0.7076523, 0.72182417, 0.70974857, 0.6967163, 0.7549077, 0.72202563, 0.7231775]
[0.6883502, 0.6780696, 0.70477396, 0.6778553, 0.6967962, 0.68721294, 0.68808764, 0.74030995, 0.70785254, 0.70174277]
[0.66214263, 0.6646162, 0.68133295, 0.66473395, 0.6835234, 0.6668204, 0.6716347, 0.70628583, 0.6878993, 0.6808597]
[0.6434876, 0.65193474, 0.67210853, 0.64459264, 0.6694481, 0.6584886, 0.65835387, 0.69005936, 0.6637654, 0.65739185]
[0.63070804, 0.63678026, 0.6662828, 0.64741135, 0.65125763, 0.6487578, 0.6427118, 0.673278, 0.65436244, 0.6466171]
[0.6283143, 0.63046366, 0.66494524, 0.6380388, 0.64127505, 0.63889265, 0.63052416, 0.6661856, 0.6247896, 0.6365517]
[0.6278673, 0.62037736, 0.6620383, 0.6267187, 0.6353146, 0.622268, 0.6267634, 0.6495148, 0.62482715, 0.6202984]
[0.62493175, 0.618476, 0.6588584, 0.6166816, 0.62389225, 0.61418533, 0.61988264, 0.64834684, 0.6137341, 0.6147659]
[0.6183797, 0.6154737, 0.65613836, 0.60180634, 0.6165734, 0.5982858, 0.6163573, 0.6453723, 0.61242074, 0.60457706]
[0.6181446, 0.60890347, 0.6426057, 0.5948815, 0.614993, 0.5962205, 0.614008, 0.6322816, 0.6119001, 0.5962014]
[0.61205566, 0.5953413, 0.6444189, 0.591602, 0.61065435, 0.5993107, 0.6134832, 0.6244153, 0.6010276, 0.5911353]
[0.6047067, 0.5894184, 0.64831257, 0.5850822, 0.6057501, 0.5944672, 0.598093, 0.60992926, 0.59322447, 0.59584975]
[0.5987385, 0.5859804, 0.6471038, 0.58156043, 0.59089065, 0.58454126, 0.59855133, 0.61188966, 0.58133125, 0.59305996]
[0.5970752, 0.58552265, 0.63741267, 0.56907296, 0.58339834, 0.5785328, 0.593009, 0.60277253, 0.57355374, 0.58865756]
[0.5931887, 0.575687, 0.6308231, 0.56863844, 0.577316, 0.5745423, 0.5970454, 0.60021996, 0.5659947, 0.5839175]
[0.58667064, 0.5638179, 0.63047767, 0.5717161, 0.5730441, 0.5708942, 0.5889085, 0.59681207, 0.56827605, 0.58365047]
[0.58822364, 0.5644557, 0.6279576, 0.5627939, 0.5738357, 0.5714762, 0.5825451, 0.5959481, 0.5603388, 0.57558924]
[0.5792856, 0.5653015, 0.6228322, 0.55995107, 0.5763027, 0.56617945, 0.5774456, 0.58887124, 0.5554271, 0.570544]
[0.57754993, 0.5624923, 0.62013984, 0.5579987, 0.56886375, 0.57357013, 0.5693498, 0.59048265, 0.55481017, 0.56868315]
[0.57579607, 0.5593741, 0.6148049, 0.55345446, 0.5696973, 0.5777374, 0.5689287, 0.589515, 0.5514425, 0.56408197]
[0.5771467, 0.5554861, 0.6088671, 0.5558437, 0.57502896, 0.5773181, 0.57073444, 0.57973415, 0.54725766, 0.5594626]
[0.5752024, 0.5525866, 0.6074643, 0.5600181, 0.57673335, 0.5790746, 0.56780547, 0.57480097, 0.54508716, 0.5582258]
[0.573107, 0.5589941, 0.60970306, 0.5560085, 0.576396, 0.5715826, 0.5653265, 0.5789718, 0.54385245, 0.5540031]
[0.5760619, 0.5592811, 0.60777575, 0.55328786, 0.57386637, 0.56735516, 0.57285964, 0.577541, 0.5428073, 0.5464506]
[0.5743116, 0.55389285, 0.6051135, 0.55698097, 0.5652037, 0.5699295, 0.57256967, 0.57201594, 0.5450174, 0.5459431]
[0.57316333, 0.55139273, 0.60121745, 0.55409104, 0.56137085, 0.56441903, 0.57588905, 0.57050616, 0.5436823, 0.5457881]
[0.57046324, 0.5519402, 0.5964723, 0.55031806, 0.56043744, 0.5605322, 0.5788204, 0.56877583, 0.54098934, 0.5467278]
[0.5682194, 0.5526018, 0.6069553, 0.546298, 0.56099474, 0.55832386, 0.57315797, 0.5706519, 0.5389589, 0.5461061]
[0.57156503, 0.55086374, 0.6083831, 0.5418724, 0.55943877, 0.56054085, 0.5716133, 0.5713266, 0.5405617, 0.54138184]
[0.571104, 0.54421276, 0.6062192, 0.54022044, 0.5622217, 0.55998445, 0.5727795, 0.5674553, 0.53893745, 0.5401248]
[0.580782, 0.53993046, 0.6046036, 0.53943604, 0.5666819, 0.5561644, 0.5683869, 0.5667263, 0.5415562, 0.53910226]
[0.5809739, 0.53952426, 0.59672475, 0.54107845, 0.5652538, 0.55551976, 0.5636093, 0.56313246, 0.5384496, 0.5421859]
[0.57739556, 0.53839386, 0.5931729, 0.5399841, 0.56717545, 0.5545163, 0.56154937, 0.559752, 0.53343713, 0.5413389]
[0.57501376, 0.53874373, 0.58541834, 0.5409676, 0.56327015, 0.5529544, 0.55873543, 0.5610728, 0.5328435, 0.5396569]
[0.575068, 0.53635657, 0.5804673, 0.54361045, 0.56049377, 0.5470452, 0.5588901, 0.5622977, 0.53456783, 0.5408311]
[0.57093203, 0.5371383, 0.5843967, 0.54631054, 0.558151, 0.5430114, 0.56030244, 0.56459546, 0.533596, 0.54289937]
[0.57117015, 0.53329974, 0.5800539, 0.54760516, 0.55452466, 0.54404706, 0.5595216, 0.5621055, 0.5295718, 0.543108]
[0.5675307, 0.53004533, 0.57876945, 0.5459145, 0.55434257, 0.5406043, 0.55891395, 0.56048214, 0.5283198, 0.53916454]
[0.56548357, 0.52945167, 0.5766851, 0.54736763, 0.55422753, 0.5397028, 0.56040466, 0.55677414, 0.5275178, 0.5370635]
[0.5646664, 0.52895784, 0.5776331, 0.54475486, 0.5526146, 0.5407992, 0.5579698, 0.551416, 0.5258408, 0.5359927]
